statename,rank,hs6,abbreviatn,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Mississippi,25,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",61.89,59.13,68.55,90.21,0.3094,0.3421,0.4869,0.6457,31.59
Montana,0,0,World,5740.6,6238.03,4062.68,3489.59,0.2531,0.2647,0.1807,0.1595,-14.11
Montana,0,25,Top 25,5012.73,5321.76,3274.77,2802.84,87.3207,85.3114,80.6062,80.3201,-14.41
Montana,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,4319.58,4503.17,2629.94,2042.45,75.2462,72.1889,64.734,58.5298,-22.34
Montana,2,711292,PLAT WST A SCRP NT CNTNG OTH PREC MTLS,135.38,228.74,139.22,144.31,2.3583,3.6669,3.4268,4.1356,3.66
Montana,3,711299,WASTE AND SCRAP OF PRECIOUS METAL NESOI,71.51,21.28,45.85,85.7,1.2456,0.3411,1.1284,2.4558,86.93
Montana,4,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",130.34,101.8,100.8,78.58,2.2705,1.6319,2.4812,2.2518,-22.05
Montana,5,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",65.64,58.06,47.1,54.18,1.1434,0.9307,1.1593,1.5527,15.03
Montana,6,970500,COLLECTORS ITEMS OF BOTANIC. HISTOR ETC INTER,0.22,40.21,9.02,45.67,0.0038,0.6445,0.222,1.3087,406.33
Montana,7,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",2.55,12.03,1.5,43.8,0.0444,0.1928,0.0369,1.2553,2820.24
Montana,8,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,2.55,12.1,19.78,42,0.0444,0.194,0.4869,1.2035,112.31
Montana,9,271121,"NATURAL GAS, GASEOUS",37.77,40.22,36.66,40.17,0.658,0.6447,0.9024,1.1511,9.56
Montana,10,240220,CIGARETTES CONTAINING TOBACCO,41.56,52.44,42.56,38.56,0.724,0.8406,1.0476,1.1049,-9.41
Montana,11,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",0.14,2.63,11.58,26.61,0.0024,0.0422,0.2851,0.7625,129.69
Montana,12,230641,RAPE/COLZA SEED OILCAKE&SOLID RES. LOW ERUCIC,44.55,32.43,29.67,19.78,0.776,0.5199,0.7304,0.5669,-33.33
Montana,13,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",23.77,19.26,19.27,18.52,0.414,0.3088,0.4744,0.5308,-3.88
Montana,14,271112,"PROPANE, LIQUEFIED",31.58,50.05,16.07,17.12,0.5501,0.8023,0.3955,0.4906,6.53
Montana,15,100390,"BARLEY, NESOI",6.03,9.52,10.34,16.8,0.105,0.1526,0.2545,0.4815,62.49
Montana,16,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,9.64,3.35,9.08,14.66,0.1679,0.0536,0.2234,0.4201,61.5
Montana,17,843390,"PARTS FOR HARVESTER, GRASS MOWERS, SORTING EG",13.21,10.74,9.22,11.6,0.2301,0.1722,0.2269,0.3323,25.79
Montana,18,440310,"WOOD IN THE ROUGH, TREATED PAINT ETC PRESERVA",21.23,17.03,12.66,10.4,0.3698,0.273,0.3115,0.2981,-17.8
Montana,19,100199,"WHEAT AND MESLIN, NESOI",21.42,65.3,29.32,8.39,0.3732,1.0468,0.7216,0.2405,-71.37
Montana,20,841122,"TURBOPROPELLERS OF A POWER EXCEEDING 1,100 KW",0,3.21,3.15,8.3,0,0.0515,0.0775,0.2379,163.72
Montana,21,440810,"VENEER SHEET ETC, NOT OVER 6MM THICK, CONIFER",0.4,4.17,13.58,7.54,0.0069,0.0668,0.3342,0.216,-44.48
Montana,22,310280,MIXTURES OF UREA AND AMMONIUM NITRATE IN SOLU,8.92,9.24,9.38,7.28,0.1554,0.1482,0.2308,0.2087,-22.33
Montana,23,290110,"ACYCLIC HYDROCARBONS, SATURATED",5.19,7,9.79,7.21,0.0904,0.1123,0.241,0.2065,-26.39
Montana,24,281410,ANHYDROUS AMMONIA,13.77,10.94,13.42,6.73,0.2399,0.1753,0.3303,0.1929,-49.84
Montana,25,842890,"LIFTING, HANDLING, LOADING & UNLOADING MACHY",5.8,6.85,5.82,6.47,0.1011,0.1098,0.1433,0.1855,11.2
North Carolina,0,0,World,49847.68,52924.8,51280.7,47041.18,2.1979,2.246,2.281,2.1502,-8.27
North Carolina,0,25,Top 25,15267.95,17113.12,15556.96,13956.71,30.6292,32.3348,30.3369,29.6691,-10.29
North Carolina,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",1710.59,2908.32,2840.32,2313.12,3.4316,5.4952,5.5388,4.9172,-18.56
North Carolina,2,841191,TURBOJET AND TURBOPROLLER PARTS,1775.7,2065.91,2038.5,1448.52,3.5623,3.9035,3.9752,3.0793,-28.94
North Carolina,3,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,2755.64,3047.08,1437.36,1251.75,5.5281,5.7574,2.8029,2.661,-12.91
North Carolina,4,610910,"T-SHIRTS, SINGLETS, TANK TOPS ETC, KNIT ETC C",753.76,772,827.26,848.73,1.5121,1.4587,1.6132,1.8042,2.6
North Carolina,5,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",767.35,786.84,833.11,781.69,1.5394,1.4867,1.6246,1.6617,-6.17
North Carolina,6,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",726.02,761.01,835.03,664.17,1.4565,1.4379,1.6283,1.4119,-20.46
North Carolina,7,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",978.79,976.94,810.19,612.64,1.9636,1.8459,1.5799,1.3024,-24.38
North Carolina,8,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",589.97,662.85,634.26,544.37,1.1835,1.2524,1.2368,1.1572,-14.17
North Carolina,9,284420,URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.,697.87,660.54,505.73,540.48,1.4,1.2481,0.9862,1.149,6.87
North Carolina,10,621210,"BRASSIERES, KNIT OR CROCHETED OR NOT",439.04,428.55,519.39,528.24,0.8808,0.8097,1.0128,1.1229,1.7
North Carolina,11,611030,"SWEATERS, PULLOVERS ETC, KNIT ETC, MANMADE FI",352.88,381.03,411.53,461.24,0.7079,0.7199,0.8025,0.9805,12.08
North Carolina,12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",388.29,383.64,397.75,447.12,0.7789,0.7249,0.7756,0.9505,12.41
North Carolina,13,610711,"MEN'S OR BOYS' UNDERPANTS AND BRIEFS COTTON,",356.84,313.04,337.07,334.4,0.7159,0.5915,0.6573,0.7109,-0.79
North Carolina,14,940161,"SEATS W WOODEN FRAMES, UPHOLSTERED, NESOI",297.74,334.44,349.43,326.57,0.5973,0.6319,0.6814,0.6942,-6.54
North Carolina,15,848190,PTS F TAPS ETC F PIPE VAT INC PRESS & THERMO,260.92,289.53,338.55,298.87,0.5234,0.5471,0.6602,0.6353,-11.72
North Carolina,16,620520,"MEN'S OR BOYS' SHIRTS, NOT KNIT, OF COTTON",208.46,346.58,293.7,279.74,0.4182,0.6549,0.5727,0.5947,-4.75
North Carolina,17,940360,"WOODEN FURNITURE, NESOI",253.11,265.78,281.29,278.82,0.5078,0.5022,0.5485,0.5927,-0.88
North Carolina,18,611596,STOCKNG/SOCKS/OTH HOSIERY ETC. OF SYN FIBERS,232.3,236.55,246.97,267.36,0.466,0.4469,0.4816,0.5684,8.26
North Carolina,19,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,309,261.76,285.61,258.52,0.6199,0.4946,0.5569,0.5496,-9.48
North Carolina,20,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTT",335.59,277.54,284.75,255.59,0.6732,0.5244,0.5553,0.5433,-10.24
North Carolina,21,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY S,19.4,16.25,87.37,252.34,0.0389,0.0307,0.1704,0.5364,188.81
North Carolina,22,392690,"ARTICLES OF PLASTICS, NESOI",262.75,251.77,226.06,249.74,0.5271,0.4757,0.4408,0.5309,10.48
North Carolina,23,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",288.98,300.16,279.29,239.42,0.5797,0.5672,0.5446,0.509,-14.28
North Carolina,24,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",145.9,157.16,221.91,236.8,0.2927,0.297,0.4327,0.5034,6.71
North Carolina,25,240120,"TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED",361.07,227.85,234.53,236.47,0.7244,0.4305,0.4573,0.5027,0.83
North Dakota,0,0,World,3601.21,3828.4,3137.34,2563.75,0.1588,0.1625,0.1395,0.1172,-18.28
North Dakota,0,25,Top 25,1471.21,1536.46,1298.81,1211.45,40.8532,40.1333,41.3985,47.253,-6.73
North Dakota,1,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",30.47,137.13,182.55,144.77,0.846,3.5819,5.8187,5.6467,-20.7
North Dakota,2,711292,PLAT WST A SCRP NT CNTNG OTH PREC MTLS,163.76,150.92,97.49,123.18,4.5473,3.9421,3.1074,4.8046,26.35
North Dakota,3,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",126.83,95.84,128.36,111.53,3.5219,2.5034,4.0915,4.3503,-13.11
North Dakota,4,281410,ANHYDROUS AMMONIA,187.71,110.86,163.17,82.9,5.2125,2.8958,5.201,3.2335,-49.2
North Dakota,5,120510,LOW ERUCIC ACID RAPE/COLZA SEEDS W/NOT BROKEN,198.79,283.16,105.29,69.46,5.52,7.3963,3.3561,2.7095,-34.03
North Dakota,6,870210,MV TRNSP >TEN PRSNS COM-IGNTN INTR COMB PIST(,52.88,34.4,51.56,63.96,1.4683,0.8985,1.6435,2.4948,24.05
North Dakota,7,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,33.71,43.58,39.1,59.03,0.9361,1.1384,1.2462,2.3024,50.98
North Dakota,8,284420,URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.,9.11,0,0,45.86,0.253,0,0,1.7888,0
North Dakota,9,870790,BODIES F ROAD TRACTORS AND MOTOR VEH(PUB TRAN,45.47,51.62,41.67,39.09,1.2626,1.3483,1.3283,1.5247,-6.2
North Dakota,10,841290,"ENGINE AND MOTOR PARTS, NESOI",17.02,18.35,9.48,38.36,0.4727,0.4792,0.3022,1.4961,304.52
North Dakota,11,841229,HYDRAULIC POWER ENGINES & MOTORS EX LINEAR AC,47.42,45.33,35.48,36.25,1.3168,1.1842,1.131,1.414,2.16
North Dakota,12,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,88.42,83.52,40.92,35.52,2.4554,2.1815,1.3043,1.3856,-13.19
North Dakota,13,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",0.12,1.06,26.79,33.74,0.0032,0.0278,0.854,1.316,25.93
North Dakota,14,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",24.43,27.06,24.54,31.95,0.6785,0.7068,0.7821,1.2463,30.22
North Dakota,15,870840,GEAR BOXES FOR MOTOR VEHICLES,69.77,49.06,27.86,30.25,1.9375,1.2813,0.888,1.1799,8.58
North Dakota,16,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",4.44,0.38,26.89,30.17,0.1234,0.0098,0.8572,1.1768,12.19
North Dakota,17,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,34.99,27.05,28.63,28.82,0.9716,0.7065,0.9126,1.1243,0.67
North Dakota,18,850231,"GENERATING SETS, ELECTRIC, WIND-POWERED",0,0.01,0,28.82,0.0001,0.0002,0.0001,1.124,967238.1
North Dakota,19,843139,"PTS FOR LIFTING, HNDLNG, LOADING/UNLDNG MACH",12.93,14.42,22.94,28.25,0.3589,0.3766,0.7311,1.1017,23.13
North Dakota,20,271112,"PROPANE, LIQUEFIED",22.76,41.56,17.49,26.57,0.6319,1.0855,0.5574,1.0365,51.95
North Dakota,21,842890,"LIFTING, HANDLING, LOADING & UNLOADING MACHY",23.5,23.02,19.66,25.93,0.6525,0.6012,0.6266,1.0113,31.89
North Dakota,22,843290,AGRIC HORT/FOREST MACHY & LAWN/GROUND ROLLER,33.53,31.65,26.63,25.77,0.9309,0.8267,0.8489,1.0051,-3.25
North Dakota,23,100119,"DURUM WHEAT, NESOI",44.93,63.97,48.45,24.83,1.2476,1.671,1.5444,0.9684,-48.76
North Dakota,24,120190,"SOYBEANS, NESOI",164.1,177.26,92.79,23.87,4.5568,4.6302,2.9577,0.9312,-74.27
North Dakota,25,310420,POTASSIUM CHLORIDE,34.13,25.27,41.04,22.57,0.9477,0.6601,1.3081,0.8805,-44.99
Nebraska,0,0,World,3702.9,4054.67,4135.65,3556.5,0.1633,0.1721,0.184,0.1626,-14
Nebraska,0,25,Top 25,1190.66,1372.86,1457.05,1339.56,32.1548,33.8588,35.2314,37.665,-8.06
Nebraska,1,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,58.39,66.46,127.62,127.49,1.5769,1.6392,3.086,3.5847,-0.11
Nebraska,2,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",0,0,96.43,109.99,0,0,2.3317,3.0928,14.07
Nebraska,3,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",231.28,312.62,202.49,97.77,6.2459,7.7102,4.8962,2.7489,-51.72
Nebraska,4,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESO",0.12,17.81,74.77,96.45,0.0031,0.4394,1.8079,2.712,29.01
Nebraska,5,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",108.19,115.54,97.25,82.15,2.9217,2.8495,2.3516,2.3099,-15.53
Nebraska,6,870120,ROAD TRACTORS FOR SEMI-TRAILERS,52.29,81.21,132.63,81.39,1.4121,2.0029,3.207,2.2885,-38.63
Nebraska,7,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",56.46,71.07,71.07,66.37,1.5248,1.7529,1.7185,1.8662,-6.61
Nebraska,8,843390,"PARTS FOR HARVESTER, GRASS MOWERS, SORTING EG",151.47,126.45,112.09,64.86,4.0906,3.1186,2.7104,1.8238,-42.13
Nebraska,9,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",31.17,42.3,46.22,59.42,0.8416,1.0432,1.1177,1.6706,28.55
Nebraska,10,843359,"HARVESTING MACHINERY, NESOI",69.95,66.54,47.41,57.14,1.889,1.641,1.1464,1.6068,20.53
Nebraska,11,350790,"ENZYMES AND PREPARED ENZYMES, NESOI",24.75,22.47,23.3,48.81,0.6685,0.5543,0.5633,1.3725,109.52
Nebraska,12,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",47.08,53.77,46.55,48.58,1.2714,1.3261,1.1255,1.366,4.37
Nebraska,13,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",34.97,59.43,45.63,44.69,0.9443,1.4657,1.1034,1.2567,-2.06
Nebraska,14,300420,"ANTIBIOTICS NESOI, IN DOSAGE FORM",41.63,39.6,34.47,42.38,1.1241,0.9765,0.8336,1.1917,22.94
Nebraska,15,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,49.56,42.58,29.51,42.22,1.3385,1.0501,0.7135,1.1872,43.09
Nebraska,16,840733,SPARK-IGNTN RECRCTNG PISTN ENG ETC >250 NOV10,29.62,32.06,33.87,31.84,0.8,0.7907,0.8189,0.8954,-5.97
Nebraska,17,294130,TETRACYCLINES AND THEIR DERIVATIVES; SALTS TH,10.12,10.26,37.74,31.27,0.2732,0.253,0.9125,0.8793,-17.13
Nebraska,18,100490,"OATS, NESOI",64.54,71.37,42.1,31.14,1.7429,1.7602,1.0179,0.8757,-26.02
Nebraska,19,292429,"CYCLIC AMIDES, DERIVATIVES AND SALTS OF, NESO",0.02,0.06,17.75,29.61,0.0005,0.0015,0.4291,0.8326,66.86
Nebraska,20,853321,"FIXED RESISTORS, NESOI, PWR HAND CAP NOV 20 W",33.62,34.2,27.1,28.42,0.9079,0.8434,0.6553,0.7991,4.88
Nebraska,21,401699,ARTICLES OF SOFT VULCANIZED RUBBER NESOI,20.91,28.29,22.73,28.04,0.5648,0.6977,0.5496,0.7884,23.35
Nebraska,22,870990,PARTS FOR WORKS TRUCKS W/O LIFT EQUIP,28.22,25.02,26.45,27.06,0.7621,0.6172,0.6395,0.7608,2.31
Nebraska,23,81340,"FRUIT, DRIED, NESOI, EX THAT OF HEADING 0801-",33.76,27.26,24.34,22.68,0.9117,0.6723,0.5886,0.6377,-6.83
Nebraska,24,230641,RAPE/COLZA SEED OILCAKE&SOLID RES. LOW ERUCIC,4.66,15.94,21.22,20.88,0.1258,0.3932,0.5131,0.5872,-1.58
Nebraska,25,360410,FIREWORKS,7.9,10.54,16.31,18.87,0.2134,0.26,0.3943,0.5307,15.73
New Hampshire,0,0,World,11873.2,11231.55,9313.05,8611.27,0.5235,0.4766,0.4142,0.3936,-7.54
New Hampshire,0,25,Top 25,8566.98,7718.79,5782.88,5258.17,72.154,68.7242,62.0943,61.0614,-9.07
New Hampshire,1,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",4476.34,3432.18,2344.2,1981.78,37.7012,30.5584,25.1711,23.0138,-15.46
New Hampshire,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,2029.17,1988.45,1328.59,989.47,17.0903,17.7042,14.2659,11.4904,-25.53
New Hampshire,3,841191,TURBOJET AND TURBOPROLLER PARTS,4.39,9.55,57.73,351.13,0.037,0.0851,0.6199,4.0775,508.24
New Hampshire,4,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",210.65,239.14,225.39,222.53,1.7741,2.1292,2.4202,2.5842,-1.27
New Hampshire,5,271020,PETROLEUM OILS AND PREPS CONTAINING BIODIESEL,507.17,558.39,241.65,210.43,4.2715,4.9716,2.5947,2.4437,-12.92
New Hampshire,6,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",50.41,162.37,89.64,152.13,0.4246,1.4456,0.9625,1.7667,69.72
New Hampshire,7,271320,PETROLEUM BITUMEN,176.72,179.44,184.83,144.74,1.4884,1.5976,1.9846,1.6809,-21.69
New Hampshire,8,392119,"PLATES, SHEETS ETC. NESOI, CELLULAR PLASTIC N",134.84,119.61,141.66,129.66,1.1356,1.0649,1.5211,1.5057,-8.48
New Hampshire,9,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",89.82,95.41,105.77,118.8,0.7565,0.8495,1.1357,1.3796,12.32
New Hampshire,10,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",54.85,56.71,52.8,102.88,0.462,0.5049,0.567,1.1947,94.84
New Hampshire,11,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",92.53,98.44,88.51,92.43,0.7793,0.8765,0.9504,1.0734,4.43
New Hampshire,12,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,19.25,15.87,33.19,87.76,0.1621,0.1413,0.3564,1.0192,164.43
New Hampshire,13,950699,ART FOR SPORTS ETC.NESOIF SWIM POOLSF PTS & A,5.27,44.01,114.82,82.13,0.0444,0.3919,1.2329,0.9537,-28.47
New Hampshire,14,853921,TUNGSTEN HALOGEN ELECTRIC FILAMENT LAMPS,61.98,61.76,79.2,82.01,0.522,0.5498,0.8504,0.9523,3.54
New Hampshire,15,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,98.2,99.17,128,64.62,0.8271,0.8829,1.3744,0.7504,-49.51
New Hampshire,16,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",39.33,38.03,56.67,52.8,0.3313,0.3386,0.6085,0.6132,-6.82
New Hampshire,17,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,63.95,63.69,68.49,51.77,0.5386,0.5671,0.7354,0.6012,-24.41
New Hampshire,18,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO,51,59.21,49.48,48.11,0.4295,0.5272,0.5312,0.5587,-2.75
New Hampshire,19,853400,PRINTED CIRCUITS,21.46,30.47,39.4,46.65,0.1808,0.2713,0.4231,0.5418,18.41
New Hampshire,20,400821,"PLATES OF VULCANIZED RUB, OF NONCELLULAR RUBB",34.52,34.73,41.69,43.63,0.2907,0.3092,0.4477,0.5066,4.64
New Hampshire,21,841981,MACHINERY ETC FOR MAKING HOT DRINKS COOKING H,21.01,34.37,41.2,43.55,0.177,0.306,0.4424,0.5057,5.7
New Hampshire,22,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,234.6,203.77,153.41,41.97,1.9759,1.8143,1.6473,0.4874,-72.64
New Hampshire,23,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,37.42,30.24,44.64,41.49,0.3152,0.2693,0.4793,0.4818,-7.06
New Hampshire,24,902890,PT ACCES GAS LQD ELEC SUPPLY MTR INC CLBRATIN,33.83,51.81,53.82,39.43,0.2849,0.4613,0.5779,0.4579,-26.74
New Hampshire,25,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS,",18.3,11.98,18.09,36.25,0.1541,0.1067,0.1942,0.4209,100.38
New Jersey,0,0,World,119251.96,126456.28,119571.47,108133.13,5.2581,5.3666,5.3186,4.9425,-9.57
New Jersey,0,25,Top 25,56172,57169.27,47407.93,39599.39,47.1036,45.2087,39.6482,36.621,-16.47
New Jersey,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",4808.01,5542.85,8485.01,7249.51,4.0318,4.3832,7.0962,6.7042,-14.56
New Jersey,2,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",10298.09,9674.43,6268.16,7080.2,8.6356,7.6504,5.2422,6.5477,12.96
New Jersey,3,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,11916.54,10894.29,6448.48,5513.95,9.9927,8.6151,5.393,5.0992,-14.49
New Jersey,4,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,11504.15,11855.06,10110.55,3790.36,9.6469,9.3748,8.4557,3.5053,-62.51
New Jersey,5,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,5001.05,4008.02,2511.45,2316.06,4.1937,3.1695,2.1004,2.1419,-7.78
New Jersey,6,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,3618.32,4685.41,2323.33,1591.68,3.0342,3.7052,1.943,1.472,-31.49
New Jersey,7,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,462.12,437.77,611.95,1031.6,0.3875,0.3462,0.5118,0.954,68.58
New Jersey,8,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",103.87,207.91,323.58,1010.44,0.0871,0.1644,0.2706,0.9344,212.27
New Jersey,9,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,183.73,376,661.79,796.43,0.1541,0.2973,0.5535,0.7365,20.34
New Jersey,10,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",963.66,1477.18,1293.19,778.1,0.8081,1.1681,1.0815,0.7196,-39.83
New Jersey,11,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,1085.73,1282.89,996.72,682.24,0.9105,1.0145,0.8336,0.6309,-31.55
New Jersey,12,180100,"COCOA BEANS, WHOLE OR BROKEN, RAW OR ROASTED",593.8,641.46,779.8,675.82,0.4979,0.5073,0.6522,0.625,-13.34
New Jersey,13,40690,"CHEESE, NESOI, INCLUDING CHEDDAR AND COLBY",598.26,635.24,639.53,663.87,0.5017,0.5023,0.5348,0.6139,3.81
New Jersey,14,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",522.66,528.09,592.7,649.36,0.4383,0.4176,0.4957,0.6005,9.56
New Jersey,15,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",376.79,420.21,567.93,595.02,0.316,0.3323,0.475,0.5503,4.77
New Jersey,16,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",799.5,759.4,862.53,589.23,0.6704,0.6005,0.7214,0.5449,-31.69
New Jersey,17,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",120.08,133.46,324.54,570.38,0.1007,0.1055,0.2714,0.5275,75.75
New Jersey,18,30617,"SHRIMPS AND PRAWNS, FROZEN, NESOI",458.83,519.08,461.02,560.24,0.3848,0.4105,0.3856,0.5181,21.52
New Jersey,19,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,337.86,411.08,425.45,520.7,0.2833,0.3251,0.3558,0.4815,22.39
New Jersey,20,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",659.97,713.34,572.79,504.21,0.5534,0.5641,0.479,0.4663,-11.97
New Jersey,21,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",556.9,774.94,816.26,490.27,0.467,0.6128,0.6827,0.4534,-39.94
New Jersey,22,841810,COMBINED REFRIGERATOR-FREEZERS W SEPARATE DOO,127.38,130.93,178.45,488.62,0.1068,0.1035,0.1492,0.4519,173.81
New Jersey,23,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,658.23,619.1,545.66,488.23,0.552,0.4896,0.4563,0.4515,-10.52
New Jersey,24,190531,COOKIES (SWEET BISCUITS),117.56,125.49,177.6,484.46,0.0986,0.0992,0.1485,0.448,172.78
New Jersey,25,80132,"CASHEW NUTS, FRESH OR DRIED, SHELLED",298.91,315.63,429.46,478.43,0.2507,0.2496,0.3592,0.4424,11.4
New Mexico,0,0,World,2016.09,2232.66,2248.53,2290.27,0.0889,0.0948,0.1,0.1047,1.86
New Mexico,0,25,Top 25,1124.73,1302.36,1310,1289.9,55.7874,58.3324,58.2601,56.3208,-1.53
New Mexico,1,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,464.47,556.01,467.82,314.39,23.0383,24.9037,20.8055,13.7272,-32.8
New Mexico,2,851769,APP FOR THE TRANS/RECEP OF VOICE/IMAGES/DATA,0.58,42.92,102.9,132.38,0.0288,1.9224,4.5764,5.7801,28.65
New Mexico,3,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,0.18,0.23,18.87,94.45,0.0091,0.0103,0.839,4.1239,400.65
New Mexico,4,392690,"ARTICLES OF PLASTICS, NESOI",59,64.26,71.03,75.81,2.9263,2.8783,3.159,3.3101,6.73
New Mexico,5,840120,"ISOTOPIC SEPARATION MACHINERY, APARATUS AND P",210.99,187.56,88.24,54.34,10.4654,8.4006,3.9244,2.3726,-38.42
New Mexico,6,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY S,3.54,19.76,47.65,48.48,0.1757,0.8851,2.1194,2.1166,1.73
New Mexico,7,80290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT",46.86,67.62,32.65,47.96,2.3242,3.0289,1.4522,2.0941,46.88
New Mexico,8,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS,",14.98,14.33,40.68,47.59,0.7431,0.6417,1.809,2.0778,16.99
New Mexico,9,284410,"NATURAL URANIUM & COMPOUNDS, ALLOYS & CERAMIC",16.75,0,0,45.56,0.8309,0,0.0001,1.9895,1761872.58
New Mexico,10,70960,"FRUITS OF GENUS CAPSICUM OR PIMENTA, FRESH/CH",26.47,30.05,28.62,36.24,1.3129,1.346,1.2726,1.5823,26.64
